Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec,objf
Square_Support.STL,1,0.057000456416809994,456,0,0,-1,00:04:56.7370645,0
Square_Support.STL,2,0.05700045907647285,456,0,0,1,00:04:56.7370645,0
Square_Support.STL,3,0.07833184840251214,456,0,-1,0,00:04:56.7370645,0
Square_Support.STL,4,0.12378670741822581,456,0,1,0,00:04:56.7370645,0
Square_Support.STL,5,0.13675396082455576,456,-1,0,0,00:04:56.7370645,0
Square_Support.STL,6,0.13675641714567288,456,1,0,0,00:04:56.7370645,0
Square_Support.STL,7,0.25550161794488424,456,-0.4566325817065064,-0.2052369207443704,0.8656584151311763,00:04:56.7370645,0
Square_Support.STL,8,0.32557363519832294,456,0.471115509153487,0.16777683136878502,0.8659683088259645,00:04:56.7370645,0
