Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec
36.stl,First Best,-4.879090344615541E-08,157,-0.3090169943749474,-0.5,-0.8090169943749475,00:00:10.4247890
,Second Best,-4.354344803694733E-08,157,0.864187826837342,-0.4428627132664894,0.2388556408050596,00:00:00.0011920
adaptor.stl,First Best,-14.932824497074535,202,0,0,1,00:00:13.4344835
,Second Best,76.27970541368784,202,-0.02313752112946174,0.024629799738742075,-0.9994288509347793,00:00:00.0006140
Aerospace_Beam2.STL,First Best,71988.82240349865,137,0,-1,0,00:00:01.4003054
,Second Best,95033.5807434638,137,0,1,0,00:00:00.0008501
Aerospace_Beam_Fillets.STL,First Best,70117.20852911471,87,1,0,0,00:00:09.7888115
,Second Best,75261.27393444175,87,-1,0,0,00:00:00.0009492
bearing bracket.STL,First Best,-622.3074797054235,134,1,0,0,00:00:01.2608701
,Second Best,1935.8408669433313,134,-0.053047400928917764,-0.0004876846461240436,-0.9985918763030133,00:00:00.0022223
Casing.stl,First Best,1.630891751153587,131,0,0,1,00:00:22.1892614
,Second Best,1.9150782565608329,131,-1,0,0,00:00:00.0015941
CoffeeSpoonHolder.stl,First Best,196.68308945545976,123,0.9636278794880303,0.26450172768100333,-0.03821185584561896,00:00:00.5924154
,Second Best,196.68310099258608,123,0.9636278794880303,-0.26450172768100333,0.03821185584561896,00:00:00.0019262
Cuboide.stl,First Best,-24.749334988393397,137,0,0,1,00:00:02.6278889
,Second Best,-24.74933498839339,137,0,-1,0,00:00:00.0020400
Lower Wishbone.STL,First Best,37532.24580959036,136,-0.9882362510405791,-0.019258464108843267,0.1517175787093578,00:00:26.4066800
,Second Best,37534.457508779655,136,-0.9882362510405791,-0.019258464108843267,-0.1517175787093578,00:00:00.0024029
mendel_extruder.stl,First Best,-609.9248135818522,127,0,0,-1,00:00:01.6335875
,Second Best,-185.98926628842003,127,0,-1,0,00:00:00.0013741
Mic_Holder_JR.stl,First Best,-1.6027794991668838,132,1,0,0,00:00:03.7804517
,Second Best,-1.6027496984513037,132,-1,0,0,00:00:00.0017127
Mic_Holder_SW.stl,First Best,-1.4218462845246128E-10,234,0.7276723951378672,-0.6244837990519536,-0.28374789880448253,00:00:04.1073871
,Second Best,-1.421846261434659E-10,234,-0.7276723951378672,-0.6244837990519536,-0.28374789880448253,00:00:00.0014734
ObliqueHole.stl,First Best,-819.2317913498669,123,0,1,0,00:00:03.7419346
,Second Best,-3.585125903663303E-11,123,0.24022594052363505,-0.9332058686002249,-0.26724203320143086,00:00:00.0017566
piston.STL,First Best,-0.0002268215947303045,252,-0.5013340140177699,2.0145760834146735E-10,-0.8652538392800292,00:00:09.6918148
,Second Best,-2.2723381804305488E-07,252,-0.952625221425888,0.013948093535555109,-0.3038266581292711,00:00:00.0020790
Pump.stl,First Best,505765.891032351,145,0,0,-1,00:00:08.3351690
,Second Best,588312.2203236031,145,0.029347823671043723,0.10659041252413774,0.9938698049562162,00:00:00.0024862
radiobox.stl,First Best,-55.3305206494212,123,0,1,0,00:00:03.4012533
,Second Best,-8.218659335406515E-12,123,-0.5762018076826664,0.7030148661280732,-0.416847184020901,00:00:00.0022155
Rook.amf.3mf,First Best,-1.5712086787920385,183,0,1,0,00:00:02.1766927
,Second Best,-0.2680526006473398,183,0,-1,0,00:00:00.0016669
spherebox.stl,First Best,-1.6306864373680995E-05,140,-0.9160920268893069,0,0.400968076372473,00:00:01.1801298
,Second Best,-1.5780836847533742E-05,140,-0.9160920268893069,0,-0.400968076372473,00:00:00.0020571
SquareSupportWithAdditionsForSegmentationTesting.STL,First Best,27412.366306646574,177,-1,0,0,00:00:06.1588033
,Second Best,41659.382037244264,177,1,0,0,00:00:00.0024142
Square_Support.STL,First Best,21451.080022816102,191,0,1,0,00:00:05.3828092
,Second Best,42603.550501557766,191,0,-1,0,00:00:00.0019131
sth2.STL,First Best,-2.6020709617673344E-08,189,0.05943127427092834,0.928199661558076,-0.36730547494150834,00:00:05.1613392
,Second Best,48734.381017347376,189,1,0,0,00:00:00.0017051
TestPartC.STL,First Best,2826.963687004587,198,0,1,0,00:00:03.3219204
,Second Best,4706.336818462153,198,0,0,-1,00:00:00.0016936
TestPartK2.STL,First Best,74813.3162813438,98,0.022668600016726832,-0.013800463534279434,0.9996477788598944,00:00:02.3661887
,Second Best,81678.97765262252,98,0,0,-1,00:00:00.0018408
TieFighter.STL,First Best,22583.102685915695,221,0,0,-1,00:00:03.6497774
,Second Best,28851.58658806272,221,0,0,1,00:00:00.0017314
TXT - Amortisseur-1 X5 butoir de ressort-1.STL,First Best,-3.5966575259764257E-12,152,0.023190679711248646,-0.2876786946284322,-0.957446166127063,00:00:02.4472685
,Second Best,4.142671947651109,152,-0.032492460790466186,0.2802646642687686,0.9593726898104273,00:00:00.0018972
TXT - G5 support de carrosserie-1.STL,First Best,98.80245168808548,209,0,0,1,00:00:08.6720268
,Second Best,101.58831068630231,209,0,0,-1,00:00:00.0020597
