X,Y,Z,fun
0.3571365303754426,0.3571365303754426,0.8630799484073195,0.9999788151379715
-0.8944271909999159,0,0.4472135954999579,0.9953358208955224
0.5339929913879817,-0,0.8454889030309711,0.9958677014925373
0,0.7071067811865476,0.7071067811865476,0.9944029850746269
0,-0.7071067811865476,0.7071067811865476,0.9944029850746269
0.3407771005482389,0.3975732839729454,0.8519427513705973,0.9999797955413868
-0.3864939758404985,0.3864939758404985,0.8374036143210801,0.9999813566080635
0.3407771005482389,-0.3975732839729454,0.8519427513705973,0.9999797955414308
1,0,0,0.4029850746268656
0,1,0,0.2723880597014927
-0,-0,-1,0.9402985074626866
0,0,1,0
-1,-0,-0,0.626865671641791
-0,-1,-0,0.2723880597014925
-0.3864939758404985,-0.3864939758404985,0.8374036143210801,0.9999813566081442
0.3571365303754426,-0.3571365303754426,0.8630799484073195,0.9999788151380266
