X,Y,Z,fun
0,-1,-0,0.3103431394455829
-0,-0.35637489917124543,-0.9343430479436794,0.3055873984136668
-0,-0.35511527907380963,-0.9348225171487529,0.305407624656189
0,-0,-1,0.283050166661868
-0.04241517641030658,0.9985479221864023,-0.033211442415244596,0.3271509293800464
0,0,1,0.25335681415552286
0,0.9996178688380236,-0.027642653630360097,0.33116872134839065
-1,-0,-0,0.2887524618910704
-0.01473577368899407,-0.3468803216983207,-0.9377936336914728,0.3116261183298622
-0.9459681001874445,0.031566476757467994,-0.3227195546800308,0.2838110558680134
0.033659836681925105,-0.9729113859352774,0.22871477982859786,0.24433185980044503
0.9572370631692005,0.2880087806689672,0.02735227874928334,0.3023495423334114
-0.2655688306553198,0.9624239408814633,-0.05668645519486747,0.31486181400740076
0.06498906736874424,-0.45534315980796825,-0.8879408921423971,0.3308973781578887
-0.9892189419100269,0.06124390253116089,0.13302281522040024,0.29592152995095045
0.126898078008262,0.9909820326939474,-0.043028928357343635,0.31100018627163895
0.9891780199949197,0.04954001854693933,0.13810369771044953,0.2983575993235733
-0.1693650015283307,-0.2750658835432773,-0.9463901182746282,0.2974626608359766
0,0.9640912214646354,0.26557130246852256,0.33448056202810406
0.7717026550115433,-0.06568245507044183,-0.6325826644352925,0.344888060102997
-0.22416023715564878,-0.25469566208120537,-0.9406818313305194,0.30049124184026477
0.9201766217448343,0.23959538896995158,-0.3096272507041358,0.35554447629920793
0.07134282080992185,-0.9857732891713208,0.1521881213342186,0.25164487097081534
-0.9888312033210618,0.08483811748080956,0.12253711748255466,0.2891203479897597
0.9893633841880813,-0,0.14546509556559215,0.29386959817828
0,0.33764939461118737,0.9412719513077498,0.3535452266200257
0.053295995684642744,-0.9827400930876578,0.1771480913869641,0.24548192644582073
0.9895394877564958,0.012400960120977085,0.14372827960665938,0.3080913664744076
-0.9158650018672896,0.32359512823727316,-0.2376499344324176,0.3625645438149352
-0.9813895902274635,0.17349956802332978,0.08229442319433997,0.2865541555760154
0.9882115781857078,-0.013165567954575838,0.15252719285473632,0.31130787502323665
-0.9163240344457161,0.15711989883384359,-0.36832540136076525,0.31140736617404896
-0.5218504596326801,0.8475411318652666,-0.09667537213635884,0.37971264467220395
-0.19176133424569597,-0.968380206711538,0.15958498030087104,0.2754705685518168
-0.12739574052808192,-0.98160815544235,0.14218211724534408,0.2659926117959888
0.47015373066042043,-0.6389317215891112,-0.6088692180536501,0.4077038976740869
-0.4701535777879521,-0.6389318312266935,-0.6088692210470915,0.4077035388929357
-0.3701166472770504,-0.654296503623467,-0.6594768781045336,0.4022827695156742
-0.2886337564191689,-0.23305563855233913,-0.9286418168456133,0.30788566482021384
-0.3004558667537439,-0.9323877736843841,0.20094604155627038,0.30084839631633353
0,-0.8515292795162943,0.5243070532869656,0.31434197161826016
0.8944274298432626,0,-0.44721311781294526,0.30960695969699903
-0.9309529646340963,0.3635505750403654,-0.0340228897480329,0.323794219750032
0.9066597178941559,0.07716930256049245,-0.4147445655947971,0.3050865969417499
-0.17779823633444672,-0.5756072431845782,-0.7981629462395572,0.3665792735154144
0.8342230275003383,-0.4223700213751408,0.35450741237911076,0.3879143045229907
0.5913790567340108,0.7995971172231635,-0.10447612830114959,0.3971128750781213
-0,0.4182065885830921,0.9083519413012185,0.3597841153515361
-0.09362929256057274,-0.9854975278728599,0.14152094590938885,0.26156142473223654
-0.3717951539348269,0.9252477396170414,-0.07539883184860198,0.33516979557345217
-0.9854730576622014,0.13851713453322642,0.09826421557523198,0.28536512144934134
-0.06498906676090149,-0.45534317608969527,-0.887940883837486,0.3309231451939742
-0.8977888287977804,0.4271618717990555,-0.10727513303201705,0.34998691263791104
-0.06881674183345575,-0.31931058324097367,-0.9451481404910748,0.3025627821299193
-0.7360920589825548,-0.5763843629626368,0.35489371202513315,0.4178670739370386
0,-0.6997279115725641,0.7144094412634101,0.372124244429318
-0.8565603286333031,-0.2690042614210572,-0.4403874552583434,0.3299616548147962
-0.11895934481166993,-0.296043275056503,-0.9477378612125813,0.2979035823920545
0.7360921923726279,-0.5763842394410933,0.3548936359699486,0.4180564041134137
0.9403137772912897,0,-0.3403086837507778,0.2862295481530027
-0.3710552269992054,-0.20728415327644245,-0.9051802573615028,0.3197341857471149
0,0.9035152588773159,0.42855592047696256,0.3643582141712719
-0.07134287130496131,-0.985773289228295,0.15218809729407828,0.2543954870842403
0.8228956707333972,0.5561829095023518,-0.11620364136175343,0.38835038428266644
0.9775705350028894,-0.08790176745784362,0.19138737777594347,0.32097533877160245
0.9845781929229994,-0.044699019155052165,0.1691383448750078,0.3129446014291133
-0.9434485411352875,0.33147336312455233,0.0055008879825312286,0.3127672629378627
-0.940313856040276,-0,-0.3403084661577895,0.28622222935634345
-0.367924075989945,-0.9023377377148842,0.22454060078865498,0.32992917878344824
-0.9572370783660905,0.28800873061148136,0.027352273995309172,0.3024064735933748
0.717213485070803,0.6873930604319808,-0.11443599653320809,0.4098848196203865
-0.9940010100732133,0,0.1093708918013924,0.28730415268121123
-0.9993328520679464,-0,-0.03652192187911289,0.2987364817482214
-0.2758727846002841,-0.6353142009752138,-0.7212974925480546,0.3893420929351511
-0.8929748746816579,-0,-0.4501065131580274,0.30890962974503733
0,0.9955205998798735,0.09454488465706026,0.3292351439954073
-0.2103987024533349,0.9762434705945243,-0.0517790703615972,0.31052878387000554
0.9151763061959153,-0.28202796150674636,0.28794540716245065,0.36480790163904797
0,0.5692314254982163,0.8221773435368238,0.3714904649484766
0.8075593356369468,-0.45781877389578907,0.3718197005191759,0.39827627815502953
0.9894493808447065,0.03700951317246299,0.140072190961533,0.2999877759119123
0,-0.793778569265324,0.6082068587044175,0.3425082851027619
0,-0.08599643860667074,0.9962954444074154,0.29758042425421827
0,0.08596121655845719,0.9962984840135961,0.29532315409285426
-0.9882115834736349,-0.013165565019246973,0.15252715884803997,0.3113694167443033
-0.9893633889676717,0,0.1454650630577791,0.2938641898540135
-0.9251703951983801,0.3764778773402997,-0.048209415281825256,0.32812792053329765
0.8977887711783995,0.42716196935263334,-0.10727522679891938,0.34988761251925743
-0.8929748746816579,-0,-0.45010651315802735,0.30890962974503733
-0.989539492458206,0.012400957348685793,0.14372824747554577,0.30820625095636867
0,-0.9278892630405045,0.3728558911082799,0.27081954633189875
-0.9464397540866992,-0,-0.3228804606728443,0.2785539121434307
-0.5778162405868643,-0.7573124939561209,0.3043126330141803,0.404556692845919
0.2922597845473674,0.9543258078646021,-0.06201992244352516,0.318280340990411
0,0.8156134771246623,0.5785971447670804,0.3900252096504293
-0.9736672893301737,0.21978744669398548,0.060543273484099235,0.28987506763289705
-0.4859685362315897,-0.17170330832657804,-0.8569437296010948,0.33677812594692985
0.717269272396475,-0.4713694659218043,-0.5131623695015295,0.3868378534830321
