Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec,g1
36.stl,1,0.9999996218019035,635,-0.30351590183691357,-0.49163786232399487,-0.8161925689821108,00:00:48.3757192,-0.10000000000000009
36.stl,2,0.9999999214665233,635,0.7477652482239387,-0.42024919403636446,0.5140406097385473,00:00:48.3757192,-0.10000000000000009
36.stl,3,0.9999999771607958,635,0.16557497653808162,0.39071077874405924,0.90549986997107,00:00:48.3757192,-0.10000000000000009
36.stl,4,0.9999999826179324,635,-0.3348504953549215,-0.47315391230275927,-0.8148622712048684,00:00:48.3757192,-0.10000000000000009
36.stl,5,0.9999999968213269,635,0.2856156936864372,0.5712033745353023,0.7695130800964324,00:00:48.3757192,-0.10000000000000009
36.stl,6,0.9999999996914849,635,-0.09460445486132427,0.9301346280798192,-0.3548232951304187,00:00:48.3757192,-0.10000000000000009
36.stl,7,0.9999999998549267,635,0.8641722636612275,-0.4427562194823598,0.2391092403658178,00:00:48.3757192,-0.10000000000000009
36.stl,8,0.9999999999996841,635,0.00046507500219933996,0.999342382863161,-0.03625721333226657,00:00:48.3757192,-0.10000000000000009
36.stl,9,10504515017.614334,635,-0.03833906130670409,-0.999228142037045,0.008557834966599008,00:00:48.3757192,72472.46034396216
36.stl,10,10739498890.20132,635,0.03943835611046069,-0.9992172333563812,-0.003088143604752959,00:00:48.3757192,73278.57425332906
adaptor.stl,1,0.9999998300765243,557,-0.002454246613684166,-0.002226175492052208,-0.9999945103930511,00:01:05.3007330,-51.67612291526724
adaptor.stl,2,0.9999999773282643,557,0.021280837669919242,0.028743807294154964,-0.9993602551083883,00:01:05.3007330,-11.643849671854099
adaptor.stl,3,0.999999999869784,557,0.005178075619305559,0.033823718020474756,0.9994144003526025,00:01:05.3007330,-0.029672297138375825
adaptor.stl,4,0.999999999869784,557,-0.005178075619305559,-0.033823718020474756,0.9994144003526025,00:01:05.3007330,-0.13556374133193572
adaptor.stl,5,35364.45031023958,557,-0.47105280573380226,-0.16801562656064717,0.8659561209678848,00:01:05.3007330,132.97264814660116
adaptor.stl,6,35374.81234808758,557,-0.4710155220325244,0.16831139974632678,0.865918963136771,00:01:05.3007330,132.99212824089926
adaptor.stl,7,36847.73569768995,557,0.5257311121191336,0,-0.85065080835204,00:01:05.3007330,135.73270736592792
adaptor.stl,8,40150.65523866959,557,0.5260268648021148,-5.662138296955529E-05,0.8504679501900565,00:01:05.3007330,141.68566483358438
adaptor.stl,9,40156.123800819136,557,-0.5261873064681115,8.731105053775602E-05,0.8503686911502647,00:01:05.3007330,141.69531361484604
adaptor.stl,10,127432.48532982389,557,0,0.85065080835204,0.5257311121191336,00:01:05.3007330,252.41977471061068
adaptor.stl,11,127578.16793707813,557,0,-0.85065080835204,0.5257311121191336,00:01:05.3007330,252.5640195447138
Aerospace_Beam2.STL,1,0.5320460992594747,396,0,-1,0,00:00:06.5226225,-2382.2716899152147
Aerospace_Beam2.STL,2,7305823551.108536,396,0.005072318354814731,0.9999871342723908,-5.3630205125284136E-05,00:00:06.5226225,60439.32308567219
Aerospace_Beam2.STL,3,8454472150.225935,396,-0.004481201035630795,0.9999899592080822,1.7896828601794088E-05,00:00:06.5226225,65017.19829870376
Aerospace_Beam2.STL,4,71737610255.83337,396,0.9999438954364674,-0.008481558715505967,0.006345797120809658,00:00:06.5226225,189390.61520417713
Aerospace_Beam2.STL,5,72588676409.97668,396,0.9999415835456479,-0.008424177224584682,-0.006772203061854111,00:00:06.5226225,190510.72989332737
Aerospace_Beam2.STL,6,72793815461.27838,396,-0.9996753390981242,0.02547891321098623,0.00020342231245009269,00:00:06.5226225,190779.73616225386
Aerospace_Beam2.STL,7,74481408515.21301,396,-0.9996866437809928,0.024791709787918937,-0.0034619895560302444,00:00:06.5226225,192978.50724136745
Aerospace_Beam2.STL,8,310833422846.7798,396,-0.14923346986879313,0.043782420812815276,-0.9878322079678764,00:00:06.5226225,394229.26251470717
Aerospace_Beam_Fillets.STL,1,0.9999998561073277,337,-0.9991385119392039,0.04149980674462326,2.6898353572340534E-07,00:00:30.4455537,-9825.195737209258
Aerospace_Beam_Fillets.STL,2,172979223.79270887,337,0.999934066645573,0.010643134490270711,-0.004311154122592118,00:00:30.4455537,9299.979107307416
Aerospace_Beam_Fillets.STL,3,12455832434.807753,337,-0.11703153756671619,0.9928488231694562,0.023554904920124138,00:00:30.4455537,78917.14780010664
Aerospace_Beam_Fillets.STL,4,20060494392.911266,337,0.006647410649957143,0.9999771650061936,-0.0012171268738224287,00:00:30.4455537,100151.1217907999
Aerospace_Beam_Fillets.STL,5,28056829493.46417,337,-0.8412804872778341,-0.5405988732103856,-3.0383338935389732E-06,00:00:30.4455537,118441.60901571746
Aerospace_Beam_Fillets.STL,6,42377416238.27562,337,0.8179397255263322,-0.5753038253159786,0.0003376132553620721,00:00:30.4455537,145563.41614099956
bearing bracket.STL,1,0.99999999923167,527,-0.0026355115965435755,-0.9999965115488003,0.00017597969998238235,00:00:08.0508756,-67.9513424311134
bearing bracket.STL,2,1144621.2000250565,527,-0.9999898677538271,7.886328310636178E-05,-0.004500907715774053,00:00:08.0508756,756.5117976690967
bearing bracket.STL,3,1167200.0953217077,527,-0.9999797299091076,-8.49725057941316E-05,0.006366517932234568,00:00:08.0508756,763.936874133494
bearing bracket.STL,4,4557721.472946337,527,0.9999875742633847,-0.00018248832201709958,-0.004981768445455961,00:00:08.0508756,1509.5894264577933
bearing bracket.STL,5,5753226.853320459,527,-0.015587847554666629,-0.013347618654656052,0.9997894078679083,00:00:08.0508756,1696.0580552151596
bearing bracket.STL,6,7799683.094955532,527,0.9999998424191185,-0.0002648285182350973,0.0004950026200642513,00:00:08.0508756,1974.801521033894
bearing bracket.STL,7,8354860.618643956,527,0.024862264749751735,-0.0016280159638196012,-0.9996895604914231,00:00:08.0508756,2043.8761726978419
bearing bracket.STL,8,38066473.102744535,527,0.032915990961383625,-0.9994580990368597,0.0002140295698987929,00:00:08.0508756,4362.709714314289
Casing.stl,1,0.15562841009145123,404,0,0,1,00:01:01.5886389,-0.030901757938407215
Casing.stl,2,1.004827062724685,404,-0.0035560848172081277,0.024999098779631218,-0.9996811488274544,00:01:01.5886389,0.04912770465047256
Casing.stl,3,1.2876081323193234,404,-0.9999208189635874,-0.0012790236545594327,0.012518781956706401,00:01:01.5886389,0.37921506675089756
Casing.stl,4,1.374847576015719,404,0.9999348606267607,-0.0014945783836136542,0.011315508773176575,00:01:01.5886389,0.4329246933298272
Casing.stl,5,4.792537679285875,404,-0.022360918896569076,-0.9997321486890357,-0.00596826471470915,00:01:01.5886389,1.3770507760341983
Casing.stl,6,6.704908670844917,404,0.0034602752234204545,-0.9999854235036317,-0.0041447889741864806,00:01:01.5886389,1.6889210572821494
Casing.stl,7,7.745688758057879,404,0.024666765866835763,0.9996941071162437,0.0018007939157104102,00:01:01.5886389,1.8365305276799893
Casing.stl,8,10.069195711843928,404,-0.07828065928649817,0.9964223459183819,0.031853523136061455,00:01:01.5886389,2.1294595220208947
Casing.stl,9,10.146689048284802,404,0.516999295395497,-0.0632900201826062,0.8536428421218354,00:01:01.5886389,2.138537940777243
CoffeeSpoonHolder.stl,1,0.999999997263522,402,0.9653015836269405,0.2611376124660179,-1.693730617316718E-06,00:00:03.2765744,-8.962336422779913
CoffeeSpoonHolder.stl,2,0.9999999972656409,402,0.9653015836269405,-0.2611376124660179,1.693730617316718E-06,00:00:03.2765744,-8.962443259675013
