Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec
36.stl,1,1,126,-0.09321262048739709,0.9586638990198281,-0.2688399823277288,00:00:16.5815062
36.stl,2,1,126,0.06665463777893726,0.9970772588295436,-0.03733763767999038,00:00:16.5815062
36.stl,3,1,126,0.8090169943749475,-0.3090169943749474,0.5,00:00:16.5815062
36.stl,4,1,126,-0.3090169943749474,-0.5,-0.8090169943749475,00:00:16.5815062
36.stl,5,1,126,-0.3090169943749474,0.5,0.8090169943749475,00:00:16.5815062
36.stl,6,1,126,0.8090169943749475,-0.3090169943749474,0.5,00:00:16.5815062
36.stl,7,76855.29455489252,126,0,-1,0,00:00:16.5815062
adaptor.stl,1,152.55896900562811,206,-0.02313752112946174,0.024629799738742075,-0.9994288509347793,00:00:33.4864186
adaptor.stl,2,152.69645987464267,206,0.02313752112946174,-0.024629799738742075,-0.9994288509347793,00:00:33.4864186
adaptor.stl,3,179.75942126304588,206,0.049553164631030246,-0.04107921286246583,0.9979263410420881,00:00:33.4864186
adaptor.stl,4,179.89617071078737,206,-0.049553164631030246,0.04107921286246583,0.9979263410420881,00:00:33.4864186
adaptor.stl,5,299.42942545898114,206,0.5257311121191336,0,-0.85065080835204,00:00:33.4864186
adaptor.stl,6,299.5032637879877,206,-0.48435004837642176,-0.1475110863312824,0.8623488331569323,00:00:33.4864186
adaptor.stl,7,300.4748962281179,206,-0.4864706299828814,0.15898936629867674,0.8591092524050733,00:00:33.4864186
adaptor.stl,8,305.446382628786,206,0.5257311121191336,0,0.85065080835204,00:00:33.4864186
adaptor.stl,9,305.4852116595778,206,-0.5257311121191336,0,0.85065080835204,00:00:33.4864186
adaptor.stl,10,416.1164928036639,206,0,0.85065080835204,0.5257311121191336,00:00:33.4864186
adaptor.stl,11,416.260737637767,206,0,-0.85065080835204,0.5257311121191336,00:00:33.4864186
Aerospace_Beam2.STL,1,169109.79827461348,137,0,-1,0,00:00:03.2234488
Aerospace_Beam2.STL,2,243773.6005012695,137,0,1,0,00:00:03.2234488
Aerospace_Beam2.STL,3,369396.52802743815,137,1,0,0,00:00:03.2234488
Aerospace_Beam2.STL,4,371285.3459042105,137,-1,0,0,00:00:03.2234488
Aerospace_Beam2.STL,5,577904.1335660546,137,-0.15069577711116616,0.05112583163306919,-0.9872572775627885,00:00:03.2234488
Aerospace_Beam_Fillets.STL,1,141642.94963964215,93,1,0,0,00:00:15.2919483
Aerospace_Beam_Fillets.STL,2,150964.4565415182,93,-1,0,0,00:00:15.2919483
Aerospace_Beam_Fillets.STL,3,273739.30257641315,93,-0.8077820228594147,-0.5894683722423871,0.003904058281193346,00:00:15.2919483
Aerospace_Beam_Fillets.STL,4,317347.5997480728,93,0.7657926529014321,-0.6427009589231051,-0.022295518866079205,00:00:15.2919483
Aerospace_Beam_Fillets.STL,5,348180.5493605722,93,-0.20754131602619474,0.9780511848345605,0.018506268825114826,00:00:15.2919483
Aerospace_Beam_Fillets.STL,6,376444.3260502027,93,0.07468112278966509,0.9945308007383329,0.0730151784332917,00:00:15.2919483
bearing bracket.STL,1,2751.041342737357,129,1,0,0,00:00:02.9013402
bearing bracket.STL,2,3220.2926118893247,129,0.0061394349071686866,-0.048178999604854854,0.9988198492901992,00:00:02.9013402
bearing bracket.STL,3,4430.934163100396,129,-0.024658664929965143,-0.061842764859511914,-0.9977812499132277,00:00:02.9013402
bearing bracket.STL,4,4532.278152227627,129,-0.996829200866768,-0.031542285743166046,0.07305223137876837,00:00:02.9013402
bearing bracket.STL,5,4546.327944520337,129,-0.996829200866768,-0.031542285743166046,-0.07305223137876837,00:00:02.9013402
bearing bracket.STL,6,8333.800005481977,129,-0.04763855839686399,-0.9980929356672098,0.03925633101907818,00:00:02.9013402
bearing bracket.STL,7,8536.20454390635,129,0.04763855839686399,-0.9980929356672098,0.03925633101907818,00:00:02.9013402
Casing.stl,1,5.250295080999461,132,0,0,1,00:00:34.9638302
Casing.stl,2,6.109516766572664,132,0.9974524703488281,0.06798315116965666,0.02160695610362666,00:00:34.9638302
Casing.stl,3,6.153018817333401,132,-0.056972579629877576,0.022984436853463523,-0.9981111365137885,00:00:34.9638302
Casing.stl,4,6.162467679766918,132,-0.9974524703488281,0.06798315116965666,0.02160695610362666,00:00:34.9638302
Casing.stl,5,7.06065279831436,132,0.004646851762962818,-0.9999884722038466,-0.001209226244291951,00:00:34.9638302
Casing.stl,6,7.070231688658437,132,-0.023638119241198158,-0.9995307961711065,0.01947888149491109,00:00:34.9638302
