Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec,objf
sth2.STL,1,0.16759876863881917,659,0.1370621724097077,-0.9883234721582733,-0.06656331779100298,00:01:54.5522878,0
sth2.STL,2,0.19452713585574716,659,-3.17329882026096E-06,-0.9995973964901338,0.028373313519512635,00:01:54.5522878,0
sth2.STL,3,0.21629960702376105,659,-0.13858412383592,0.9881852901930214,0.0654543571258979,00:01:54.5522878,0
sth2.STL,4,0.22792263579826316,659,0,1,0,00:01:54.5522878,0
sth2.STL,5,0.23130640460815988,659,0.47320554562172595,0.04003040266210956,-0.8800420890250387,00:01:54.5522878,0
sth2.STL,6,0.2401246122930854,659,0.5245244937981791,0.004886780896219477,-0.8513813333508297,00:01:54.5522878,0
sth2.STL,7,0.2449974093946934,659,-0.6135178494637977,-0.07909200712342855,0.7857100628084793,00:01:54.5522878,0
sth2.STL,8,0.26018576685215167,659,-0.5257311121191336,0,0.85065080835204,00:01:54.5522878,0
sth2.STL,9,0.26202104647983937,659,-0.7483658489671067,0.058685174938519755,-0.6606849524108876,00:01:54.5522878,0
sth2.STL,10,0.2728183210703624,659,0.21446080579842933,-0.8653393078225984,-0.45298393471887577,00:01:54.5522878,0
sth2.STL,11,0.2765525802401956,659,0.7905586666956274,-0.10417994321121699,0.6034596373784579,00:01:54.5522878,0
sth2.STL,12,0.2778365361408038,659,-0.8516577560414628,-0.2363486396355283,0.4677802765368108,00:01:54.5522878,0
sth2.STL,13,0.2843974783754354,659,0.7508948052861134,0.22717916650923356,-0.6201182288068137,00:01:54.5522878,0
