X,Y,Z,fun
0.7418168727389598,0.670602510672149,-0,0.021310659152215083
-0.9333456096769448,-0.35897907027676723,-0,0.001249656926867515
0,-1,0,0.00016409346340384712
0,-0.018345598566073602,0.9998317053450808,0.17063551784955644
-0,-0.018345588233936876,-0.9998317055346618,0.1706330729332891
-1,-0,-0,0.0031176257397835805
0.7524953438689261,0.6571809717733772,0.043173230068946855,0.01366064392369648
0.7524953458000667,0.657180968438142,-0.04317324717859463,0.01367078081655515
0.7582016924730604,0.6439927555942344,0.1019976679788878,0.012275364846735637
0.7582016899412042,0.6439927538232445,-0.10199769798116086,0.012297179215794762
0,1,-0,5.747231579533718E-10
0.7353092761797374,0.6173154293073081,0.27971758811909664,0.01607576344022843
0.7353092372397141,0.6173153933679815,-0.27971776979821,0.016084629659884775
0.642270823542156,0.5335139347273985,0.5503190626156521,0.02680507922409836
0.6422704185922076,0.5335135536512973,-0.5503199046661448,0.02680440080617774
0.458861540544787,0.37338412987893843,-0.8062446143469193,0.03428671624884916
0.45885593309415795,0.3733791844855651,0.8062500959734418,0.03428813010204479
0.17023687925652203,0.12673234615191736,0.9772196873681122,0.041719592829768226
0.1702282974708794,0.12672510503173146,-0.9772221213699894,0.04172552886815517
0.4855625178385515,0.3968817396954895,0.7789184334489512,0.03346155713941357
0.4855594537556647,0.3968790560752191,-0.778921710903826,0.03346094196886795
-0.839041730620433,-0.3365118987146154,0.4275145802203162,0.020423455817990765
-0.8390413881087109,-0.33651180420943605,-0.4275153268226977,0.020408016558638664
-0.6782817207733117,-0.2826072844969502,-0.6782824116944615,0.029902147823678837
-0.6782803189678571,-0.28260683101035755,0.678284002440825,0.029900315088498997
-0.9219494404067146,-0.35872932602260327,-0.1460222585262771,0.0038143360248426017
-0.9219493350183101,-0.35872930036288103,0.14602298695908744,0.0037637039811092565
-0.9314654484564959,-0.3593504558873814,-0.05691544768575722,0.0015951168468456567
-0.9314654309921017,-0.35935045516590985,0.05691573805857004,0.001595173172656672
-0.44516380871117944,-0.19628606608975896,0.8736709699153127,0.03623547684881534
-0.445160111141807,-0.19628460358304553,-0.8736731825141829,0.03623682108899884
-0.15590343501366724,-0.082424907377351,-0.9843273101945177,0.0432852724775914
-0.15590215758150686,-0.08242439467260833,0.9843275554531049,0.04327540123660034
0.9983581975831105,-0,0.057279222398726945,0.006726507596115705
0.9852564996086454,0,-0.17108369290765066,0.012676751451798807
0.9998175404023105,0,-0.019101986909065827,0.014500505971477007
0.9852564938550996,0,0.17108372604182995,0.012583504127833933
0.99544174118898,0,-0.09537158852956056,0.0075700965090502725
-0.8723596802680712,-0.34568210736880384,-0.34567682723557214,0.017172718189900626
-0.8723591814527827,-0.3456819740992266,0.3456782193281676,0.017093734090007473
-0.7423999144010641,-0.30415591811842546,0.5969351259314788,0.02706376998507909
-0.7423967638175797,-0.3041548543502131,-0.5969395862634553,0.02706364836206887
-0.32306977537973613,-0.14804740451210927,-0.9347234276797146,0.039105374111343294
-0.32306717192445483,-0.14804638041113052,0.9347244897144279,0.03910105121326679
0.7593727226369048,-0,0.6506558753404248,0.05600679607842085
0.7593720280376347,0,-0.6506566859980842,0.0560119680745077
0.1716206652909033,-0,0.9851631069244868,0.14211495897450144
0.17161185369592483,0,-0.9851646419107054,0.14212013841192506
0.9346568725133567,-0,0.3555510239945188,0.028933471771822927
0.9346567895126563,0,-0.35555124218302797,0.028947469163738693
0.49463512314013347,0,-0.8691007392449651,0.09305608169418311
0.49462801722245264,0,0.8691047834286639,0.09307602583975383
0,0.4539932012302848,0.8910051477049267,0.027394135695566812
0,0.45398924761162135,-0.8910071621783037,0.027390896517270114
0,0.1564350901075194,-0.9876882415940024,0.039299716152165876
-0,0.15643386107614785,0.9876884362534618,0.0392855533990536
0,0.8910082543149842,0.45398710415887894,0.009593831682567666
0,0.8910078337487033,-0.453987929573511,0.009584331627660037
0,0.9876883717378205,-0.15643426841294367,0.006034078367094353
0,0.7071083412988517,-0.7071052210708012,0.018502568162824695
0,0.987688248375813,0.1564350472890211,0.006757103581173207
0,0.7071067811865475,0.7071067811865475,0.01850908454432909
1,0,0,7.329903350949962E-11
0,0,1,0.1738387137443851
-0,-0,-1,0.17384603541007426
-0.4999997453414441,0.7071067811865475,-0.5000002546584261,0.010187053314872352
-0.7071067811865475,0.7071067811865475,0,0.0006434588476150749
-0.4999986423504177,0.7071067811865475,0.5000013576458958,0.010187206017507555
0,-0.7071067811865475,0.7071067811865476,0.04801250097439469
0.12134790548037919,-0.7071067811865475,-0.696616598880277,0.03020629529531038
0.6609021539464474,-0.7071067811865475,-0.2514126944069181,0.001876273470282408
0.5369576016246468,-0.7071067811865475,0.46008318167208334,0.005837791672958392
-0.4999986423504177,-0.7071067811865475,0.5000013576458958,0.05095166477976987
-0.3210205568031191,-0.7071067811865475,-0.6300363498321468,0.07515377136681334
-0.7071067811865475,0.2295960995692872,-0.6687941619531154,0.023432331195339162
-0.7071067811865475,0.3210195155678919,0.6300368803685669,0.02072161651949378
-0.44168419696353606,-0.894903809829834,-0.06373571451489957,0.007555967012392584
