Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec
36.stl,1,-699.7871259088574,657,0,-1,0,00:00:01.3286065
36.stl,2,-0.30030786307920476,657,0.07095898389162593,4.1128147990508307E-10,-0.9974792341723552,00:00:01.3286065
36.stl,3,-0.09804503202965305,657,-0.42356605710302186,-4.319032002765402E-13,-0.9058652191524961,00:00:01.3286065
36.stl,4,0.014296036999630137,657,-0.5257311121191336,0,-0.85065080835204,00:00:01.3286065
36.stl,5,0.016511018974520043,657,-1,0,0,00:00:01.3286065
36.stl,6,0.01717091110084024,657,0.5257311121191336,0,0.85065080835204,00:00:01.3286065
36.stl,7,0.017278810317060297,657,1,0,0,00:00:01.3286065
36.stl,8,0.01754869113494188,657,0.3388259597389599,0.6797566442754915,-0.6504828003646951,00:00:01.3286065
36.stl,9,0.01763447808956679,657,-0.5847932191298851,0.5543168769243122,0.592241243765227,00:00:01.3286065
36.stl,10,0.0176347103087117,657,-0.18547983391490094,0.9567990157293526,0.2239037174998284,00:00:01.3286065
36.stl,11,0.01764395250801413,657,0,-0.85065080835204,-0.5257311121191336,00:00:01.3286065
adaptor.stl,1,136.33665349006708,365,0,-1,0,00:00:01.0941926
adaptor.stl,2,136.3366584884576,365,0,1,0,00:00:01.0941926
adaptor.stl,3,136.33665848845808,365,-1,0,0,00:00:01.0941926
adaptor.stl,4,241.3370072361656,365,0.022828300755020035,-0.8518963310778441,-0.5232126812117102,00:00:01.0941926
adaptor.stl,5,241.33700723662943,365,0.022828300755020035,0.8518963310778441,-0.5232126812117102,00:00:01.0941926
adaptor.stl,6,241.3370091354536,365,-0.8503223125331241,-0.5262610079421497,-0.0011473133978179401,00:00:01.0941926
adaptor.stl,7,241.33700933675226,365,-0.8505111924818801,0.5259567215416435,-0.0004883935055614288,00:00:01.0941926
Aerospace_Beam2.STL,1,0,440,0,1,0,00:00:00.1281443
Aerospace_Beam2.STL,2,28574.271291686782,440,0,-1,0,00:00:00.1281443
Aerospace_Beam2.STL,3,45636.7429010573,440,0,0,1,00:00:00.1281443
Aerospace_Beam2.STL,4,45637.97456206067,440,0,0,-1,00:00:00.1281443
Aerospace_Beam2.STL,5,49503.30527933441,440,1,0,0,00:00:00.1281443
Aerospace_Beam2.STL,6,51689.08483875545,440,-1,0,0,00:00:00.1281443
Aerospace_Beam2.STL,7,53706.38434938497,440,-0.6921078439697966,-0.37844190256465055,-0.6146287161357881,00:00:00.1281443
Aerospace_Beam_Fillets.STL,1,0,539,0,1,0,00:00:05.8721296
Aerospace_Beam_Fillets.STL,2,25104.69412516958,539,0,-1,0,00:00:05.8721296
Aerospace_Beam_Fillets.STL,3,31523.076216026995,539,0,0,-1,00:00:05.8721296
