Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec
36.stl,First Best,-699.7871259088574,657,0,-1,0,00:00:01.4690009
,Second Best,-0.30030786307920476,657,0.07095898389162593,4.1128147990508307E-10,-0.9974792341723552,00:00:00.0019328
adaptor.stl,First Best,136.33665349006708,365,0,-1,0,00:00:01.1974620
,Second Best,136.3366584884576,365,0,1,0,00:00:00.0007706
Aerospace_Beam2.STL,First Best,0,440,0,1,0,00:00:00.1304349
,Second Best,28574.271291686782,440,0,-1,0,00:00:00.0019849
Aerospace_Beam_Fillets.STL,First Best,0,539,0,1,0,00:00:06.0766567
,Second Best,25104.69412516958,539,0,-1,0,00:00:00.0014857
bearing bracket.STL,First Best,0,425,0,1,0,00:00:00.0677126
,Second Best,705.831730230032,425,1,0,0,00:00:00.0014967
Casing.stl,First Best,0,387,-1,0,0,00:00:05.8335299
,Second Best,5.683638448772399E-09,387,1,0,0,00:00:00.0019938
CoffeeSpoonHolder.stl,First Best,0,220,0,0,-1,00:00:00.0263755
,Second Best,1941.5837748499994,220,0,1,0,00:00:00.0015721
Cuboide.stl,First Best,0,198,0,1,0,00:00:00.0642660
,"Same cost, different direction",1.4210854715202004E-14,198,0,-1,0,00:00:00.0011677
Lower Wishbone.STL,First Best,-22323.223672287284,426,0,1,0,00:00:13.3356698
,Second Best,0,426,0,0,-1,00:00:00.0023151
mendel_extruder.stl,First Best,1138.2275333356993,199,0,-1,0,00:00:00.0486801
,Second Best,1449.8753374052994,199,0,1,0,00:00:00.0011093
Mic_Holder_JR.stl,First Best,0,337,-1,0,0,00:00:00.1451370
,"Same cost, different direction",8.881784197001252E-16,337,1,0,0,00:00:00.0019243
,Second Best,1.612900000000001,337,0,1,0,00:00:00.0019249
Mic_Holder_SW.stl,First Best,0,229,0,1,0,00:00:00.0422528
,Second Best,79036.9858904171,229,-3.0560786241804815E-10,-0.8655766403604113,0.5007764767462456,00:00:00.0016823
ObliqueHole.stl,First Best,0,305,0,-1,0,00:00:00.0685450
,Second Best,11631.046465011746,305,1,0,0,00:00:00.0022614
piston.STL,First Best,0,263,0,-1,0,00:00:00.2506372
,Second Best,950.1040263346206,263,0,1,0,00:00:00.0010942
Pump.stl,First Best,0,274,0,-1,0,00:00:00.7235764
,Second Best,130724.02743601709,274,0,1,0,00:00:00.0018344
radiobox.stl,First Best,-199.06429916436878,498,0,1,0,00:00:00.8169932
,Second Best,0,498,0,0,-1,00:00:00.0019547
Rook.amf.3mf,First Best,0,178,0,1,0,00:00:00.3475450
,Second Best,2.6806122661285348,178,0,-1,0,00:00:00.0018899
spherebox.stl,First Best,0.0003117491930814349,365,0.5257311121191336,0,0.85065080835204,00:00:00.0868334
,Second Best,0.0003122782101650281,365,0.525205844317539,2.7722402235349316E-10,-0.8509752176736413,00:00:00.0013882
SquareSupportWithAdditionsForSegmentationTesting.STL,First Best,0,202,0,-1,0,00:00:00.0833671
,Second Best,25620.2816433072,202,0,1,0,00:00:00.0016399
Square_Support.STL,First Best,0,201,0,-1,0,00:00:00.0756375
,Second Best,19354.796443999603,201,0,1,0,00:00:00.0024455
sth2.STL,First Best,-17479.924042549144,649,0,1,0,00:00:00.1811318
,Second Best,-4748.352778572234,649,0,0,1,00:00:00.0017811
TestPartC.STL,First Best,0,302,0,1,0,00:00:00.1041030
,Second Best,17798.665648809387,302,0,-1,0,00:00:00.0017669
TestPartK2.STL,First Best,-3394.588282600777,680,0,-1,0,00:00:00.3625733
,Second Best,-535.6964974588919,680,0,0,1,00:00:00.0013332
TieFighter.STL,First Best,199.970309364669,214,0,1,0,00:00:00.0759754
,"Same cost, different direction",199.970309364669,214,0,-1,0,00:00:00.0018590
,"Same cost, different direction",199.970309364669,214,0,1,0,00:00:00.0018594
,"Same cost, different direction",199.970309364669,214,0,-1,0,00:00:00.0018773
TXT - Amortisseur-1 X5 butoir de ressort-1.STL,First Best,0.0001800776545057115,588,0.029534765548601717,-0.034534829571589896,-0.9989669880283584,00:00:00.2320315
,Second Best,0.0001850958851654504,588,0.030238933113829827,-0.9698203242116026,-0.241938309637476,00:00:00.0013533
TXT - G5 support de carrosserie-1.STL,First Best,0,502,-1,0,0,00:00:00.9089748
,Second Best,258.5565372041964,502,0,-1,0,00:00:00.0018692
