Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec,g1
36.stl,1,8.904073266594687E-05,322,0,-1,0,00:00:33.8965933,0.0066723583786374545
36.stl,2,0.9999999999962703,322,-0.11039869478117466,0.9210097653408242,0.37356812007644985,00:00:33.8965933,1.1845713890238164E-07
36.stl,3,1.0000000003556309,322,0.19351145013718632,0.957390919791602,-0.21437337839944964,00:00:33.8965933,1.3461638216068273E-05
36.stl,4,1.0000006365821141,322,-0.030766418049883754,3.723526757692839E-09,-0.9995266017072182,00:00:33.8965933,0.0010132686366848749
36.stl,5,1.0001232616786326,322,0.02134901163330696,0.8540764177513709,-0.5197092382700798,00:00:33.8965933,0.007850531225519881
36.stl,6,1.0002467756926263,322,0.9999983181273034,0.0016368448226312664,0.0008273340264174804,00:00:33.8965933,0.011108012743821416
adaptor.stl,1,0.5650857253670807,322,0,-1,0,00:00:25.2853756,0.009041753544847294
adaptor.stl,2,0.5650857809793034,322,1,0,0,00:00:25.2853756,0.009043291064491714
adaptor.stl,3,0.5650864568102271,322,0,1,0,00:00:25.2853756,0.00906195501748782
adaptor.stl,4,0.5650869005655669,322,-1,0,0,00:00:25.2853756,0.009074189022102275
adaptor.stl,5,0.993154150105638,322,0,0,-1,00:00:25.2853756,0.01638013324513396
Aerospace_Beam2.STL,1,0.0007541458642372265,426,0,1,0,00:00:09.6979721,0.019418365845729996
Aerospace_Beam2.STL,2,0.53282091807573,426,0,-1,0,00:00:09.6979721,0.019682718514667935
Aerospace_Beam2.STL,3,0.9217505765447777,426,1,0,0,00:00:09.6979721,0.0023354156893991055
Aerospace_Beam2.STL,4,0.9624513718162889,426,-1,0,0,00:00:09.6979721,0.002550293311514334
Aerospace_Beam2.STL,5,0.9999999999999182,426,0.856389888296832,-0.5043081095754547,-0.11076863201904481,00:00:09.6979721,7.157715024629011E-08
Aerospace_Beam2.STL,6,1.000000000000004,426,0.8112519177614748,0.5737471918100215,-0.11262542261160942,00:00:09.6979721,2.085315685511503E-07
Aerospace_Beam_Fillets.STL,1,0.0022544597761878144,313,0,1,0,00:00:25.0154641,0.03357424441583023
Aerospace_Beam_Fillets.STL,2,0.6924521213163269,313,0,-1,0,00:00:25.0154641,0.059137454319648224
Aerospace_Beam_Fillets.STL,3,0.8607055827847504,313,0,0,-1,00:00:25.0154641,0.0005758649916924226
Aerospace_Beam_Fillets.STL,4,0.9999999999964286,313,0.7845646596447903,-0.5614575127281809,-0.26310407871703406,00:00:25.0154641,1.894725683017341E-07
bearing bracket.STL,1,0.00024854903411810155,577,0,1,0,00:00:11.8997794,0.011147848090956872
bearing bracket.STL,2,0.15032051016865153,577,1,0,0,00:00:11.8997794,0.009758187235596396
bearing bracket.STL,3,0.713001807955599,577,0,0,-1,00:00:11.8997794,0.008554340647217782
bearing bracket.STL,4,0.7130026550607964,577,0,0,1,00:00:11.8997794,0.00857738794645054
bearing bracket.STL,5,0.8862755778019492,577,0,-1,0,00:00:11.8997794,0.040375721960799756
bearing bracket.STL,6,0.999999597482155,577,-0.5257311121191336,0,-0.85065080835204,00:00:11.8997794,2.8383181332389658E-05
bearing bracket.STL,7,0.9999997230530859,577,-0.5257311121191336,0,0.85065080835204,00:00:11.8997794,4.3683116781932684E-05
bearing bracket.STL,8,0.9999999999999558,577,-0.8352229717650793,-0.546776503634597,-0.058634823347862,00:00:11.8997794,1.515339285690457E-08
Casing.stl,1,0.0007144150284419332,576,1,0,0,00:01:36.3519233,0.018899934238535504
Casing.stl,2,0.0007181586614885565,576,-1,0,0,00:01:36.3519233,0.018949388664110015
Casing.stl,3,0.13392582512719065,576,0,-1,0,00:01:36.3519233,0.022465866956399325
Casing.stl,4,0.9999999999907259,576,-0.3782753696402482,-0.20485190056465014,-0.9027421800041163,00:01:36.3519233,-6.149924897889058E-05
Casing.stl,5,1.0000000304111119,576,-0.510587795782772,-0.26042541327467145,-0.8194380433677746,00:01:36.3519233,0.0001233191754117152
Casing.stl,6,1.000001606145732,576,0.6034805872170405,-0.5398343644625615,-0.5868475439136461,00:01:36.3519233,0.0008961454325437131
Casing.stl,7,1.0000416894941861,576,0.161487215447137,0.7529777728059188,-0.6379234694752721,00:01:36.3519233,0.004565605511390242
Casing.stl,8,1.0000523385483482,576,-0.18076042194169492,0.9504370818593016,-0.25297237652802235,00:01:36.3519233,0.005115591330767355
Casing.stl,9,1.0000529910535665,576,0.1831295032275122,0.9504663027006728,-0.2511521301485566,00:01:36.3519233,0.005147380627618646
CoffeeSpoonHolder.stl,1,0.06420326658981106,485,0,0,-1,00:00:04.5956374,0.17916928669530816
CoffeeSpoonHolder.stl,2,0.9894950191401352,485,0,-1,0,00:00:04.5956374,0.056703036750211176
CoffeeSpoonHolder.stl,3,0.9894950191401352,485,0,1,0,00:00:04.5956374,0.056703036750211176
CoffeeSpoonHolder.stl,4,0.9999999999924486,485,-0.706741048429259,-0.07700223587839423,0.7032693268832644,00:00:04.5956374,7.902381629631312E-07
CoffeeSpoonHolder.stl,5,0.9999999999924495,485,-0.706741048429259,0.07700223587839423,-0.7032693268832644,00:00:04.5956374,7.906334119720255E-07
CoffeeSpoonHolder.stl,6,0.999999999999997,485,0.309139390627591,-0.8438953116849258,-0.4384900683922083,00:00:04.5956374,1.163531329711653E-07
CoffeeSpoonHolder.stl,7,1.0000000000005007,485,0.30948291128512917,0.8436751094610744,-0.43867144572940325,00:00:04.5956374,5.152568839023012E-07
CoffeeSpoonHolder.stl,8,1.0000000000007883,485,-0.555365954793432,0.7570584142367368,-0.3441383641643826,00:00:04.5956374,6.482821829224931E-07
CoffeeSpoonHolder.stl,9,1.0000000000022042,485,-0.5552370388544127,-0.7573509344765178,-0.34370247705207013,00:00:04.5956374,1.0622508327573274E-06
Lower Wishbone.STL,1,1.3843335013907392E-05,493,0,1,0,00:01:06.1697865,0.002630906214017082
Lower Wishbone.STL,2,0.9547996534285758,493,0,0,-1,00:01:06.1697865,0.00046635161279356193
Lower Wishbone.STL,3,0.9547996714820536,493,0,0,1,00:01:06.1697865,0.00046720586815185997
Lower Wishbone.STL,4,0.9999999999846175,493,0.8309200726798227,0.31786791913416707,-0.45665284276250057,00:01:06.1697865,9.787825929366416E-08
Lower Wishbone.STL,5,0.9999999999957159,493,0.809261031879927,0.31298205687140057,0.4971305807905838,00:01:06.1697865,4.242746034670587E-07
Lower Wishbone.STL,6,0.9999999999988626,493,0.8038879415430707,-0.5722753386018579,0.16206515439715433,00:01:06.1697865,5.408497523042591E-07
Lower Wishbone.STL,7,0.9999999999992846,493,0.8212352982574729,-0.45000187051069196,-0.35081462545458125,00:01:06.1697865,2.52466617396622E-07
Lower Wishbone.STL,8,1.000000000007763,493,0.8070247684248424,0.3154171913653794,-0.4992224138998621,00:01:06.1697865,2.147096915935501E-06
mendel_extruder.stl,1,0.00025664376707578405,551,0,0,1,00:00:13.4934225,0.011327924944043902
mendel_extruder.stl,2,0.2988102617943793,551,0,0,-1,00:00:13.4934225,0.011308685360514367
mendel_extruder.stl,3,0.5776967065029741,551,0,-1,0,00:00:13.4934225,0.004497199936447157
mendel_extruder.stl,4,0.7358212431064296,551,0,1,0,00:00:13.4934225,0.0010349174064638168
mendel_extruder.stl,5,0.7484586232426821,551,1,0,0,00:00:13.4934225,0.004002410576524833
mendel_extruder.stl,6,0.7484627706085134,551,-1,0,0,00:00:13.4934225,0.004253583587845965
mendel_extruder.stl,7,0.9999999824980187,551,-0.5257311121191336,0,-0.85065080835204,00:00:13.4934225,7.397188166459809E-05
mendel_extruder.stl,8,1.0000000000009843,551,0.5188372719110689,0.07173463416868231,-0.8518579855448705,00:00:13.4934225,7.031476923206572E-07
mendel_extruder.stl,9,1.0000000009176797,551,0.5511983937234528,0.03018614678485672,0.8338279962312183,00:00:13.4934225,2.1420668813719625E-05
Mic_Holder_JR.stl,1,0.8982553794882195,418,1,0,0,00:00:19.3842816,0.08378581377687205
Mic_Holder_JR.stl,2,0.8982570243770331,418,-1,0,0,00:00:19.3842816,0.08379072165018935
Mic_Holder_JR.stl,3,0.9263322795891672,418,0,1,0,00:00:19.3842816,0.0025972136685882647
Mic_Holder_JR.stl,4,0.9263380982143234,418,0,-1,0,00:00:19.3842816,0.0031072224603947464
Mic_Holder_JR.stl,5,1.0009789545114367,418,-0.6468501225320729,0.5063873687118146,-0.5702251763903162,00:00:19.3842816,0.022124132880897252
Mic_Holder_JR.stl,6,1.0019557737266171,418,-0.3116597549645362,0.4908139725008134,-0.8136152908675057,00:00:19.3842816,0.03127118263389867
