Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec,objf
SquareSupportWithAdditionsForSegmentationTesting.STL,1,0.12881904443775136,584,-0.334569074925288,0.19801996755312348,-0.9213314422909362,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,2,0.13042065934464486,584,0.3270086246660785,-0.18374135119202376,0.9269867718884285,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,3,0.13100605530951934,584,0.8452917866763943,-0.023272835582132983,-0.5337978742008961,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,4,0.13107675524708348,584,-0.9238660992680578,-0.13320897065007878,0.35878517355315753,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,5,0.13361275981439663,584,0.33902399941628164,8.618781501891471E-05,0.9407777210326835,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,6,0.15022816224230612,584,0.4862107912809291,-0.28301601559215667,0.8267411936998862,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,7,0.16899318030528487,584,-0.001637485505183735,0.9800567411925791,0.19871110357552374,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,8,0.16924030713194804,584,0.06666696189968979,0.984135547624435,0.16441636199910017,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,9,0.1895790974072663,584,0.04253621491803079,-0.9812555188421799,-0.1879581792905317,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,10,0.18965683890062313,584,-0.021161920433139185,-0.9976218159440963,-0.06559638310140035,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,11,0.20614300233661875,584,0.5275091186935172,0.01656246166886218,0.8493879058231617,00:03:04.7641774,0
SquareSupportWithAdditionsForSegmentationTesting.STL,12,0.2963686175178689,584,0,-0.85065080835204,-0.5257311121191336,00:03:04.7641774,0
