Filename,Best,Function,NumEvals,X,Y,Z,RunTime_sec,objf
mendel_extruder.stl,1,0.1557181775847674,635,0.07371013501739358,0.9569135137197098,0.28086178674984624,00:07:31.2042858,0
mendel_extruder.stl,2,0.157164728951259,635,-0.06235373491231313,0.9453076342753169,0.3201647830778529,00:07:31.2042858,0
mendel_extruder.stl,3,0.16303854000070567,635,0.1045210870744914,-0.9031490479414919,-0.41640982164106477,00:07:31.2042858,0
mendel_extruder.stl,4,0.16670128411093063,635,-0.09962936349250688,-0.9754092684576384,-0.1965979372654058,00:07:31.2042858,0
mendel_extruder.stl,5,0.16965799980162105,635,-0.45873107410963126,0.1683889786036366,-0.8724740417519871,00:07:31.2042858,0
mendel_extruder.stl,6,0.1957643259099135,635,0.46277018303576595,-0.0871747492269981,0.8821815690606178,00:07:31.2042858,0
mendel_extruder.stl,7,0.2006134054327574,635,-0.8599287527154189,-0.27866249150954414,0.42763273504141036,00:07:31.2042858,0
mendel_extruder.stl,8,0.216541135030193,635,0.8660451833959121,0.10456422931602266,-0.4889090531625358,00:07:31.2042858,0
mendel_extruder.stl,9,0.23840763763946163,635,-0.0012470793513588167,-0.8508631032361409,-0.5253859765395872,00:07:31.2042858,0
mendel_extruder.stl,10,0.25348769829876744,635,0.7117613768621837,-0.33871467886376866,0.615360145548493,00:07:31.2042858,0
mendel_extruder.stl,11,0.26625746966473673,635,-0.8221237957318538,0.33037331391999764,-0.4636441932570362,00:07:31.2042858,0
mendel_extruder.stl,12,0.2850143274187017,635,0.8090169943749475,-0.3090169943749474,0.5,00:07:31.2042858,0
mendel_extruder.stl,13,0.2961014193942161,635,0.5,-0.8090169943749475,-0.3090169943749474,00:07:31.2042858,0
